workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
A,vacuum,2d,async,e2e_us,10,-15.95,-18.59,-22.17,-7.09,-28.33,19.42,9/10,robust,01=19.4;02=-28.3;03=-19.5;04=-28.0;05=-18.4;06=-17.5;07=-12.1;08=-18.8;09=-20.6;10=-15.7
A,vacuum,2d,async,e2e_warm_us,10,-36.73,-38.6,-42.2,-29.38,-48.72,-7.95,10/10,robust,01=-8.0;02=-48.4;03=-38.8;04=-48.7;05=-38.7;06=-38.5;07=-34.6;08=-36.0;09=-36.7;10=-38.9
A,vacuum,2d,async,first_query_us,10,-44.62,-45.61,-49.87,-37.95,-56.39,-18.91,10/10,robust,01=-18.9;02=-56.2;03=-45.5;04=-56.4;05=-45.7;06=-45.8;07=-42.7;08=-43.4;09=-43.4;10=-48.2
A,vacuum,2d,pread,e2e_us,10,89.59,82.5,80.8,100.0,75.37,122.33,10/10,robust,01=122.3;02=88.2;03=78.2;04=75.4;05=78.6;06=86.4;07=101.1;08=78.5;09=75.7;10=111.5
A,vacuum,2d,pread,e2e_warm_us,10,68.47,62.64,60.89,77.54,53.74,95.49,10/10,robust,01=95.5;02=67.1;03=57.5;04=53.7;05=58.3;06=64.2;07=79.7;08=61.1;09=59.4;10=88.2
A,vacuum,2d,pread,first_query_us,10,-50.27,-47.64,-55.71,-45.93,-70.96,-42.03,10/10,robust,01=-71.0;02=-54.5;03=-45.7;04=-56.5;05=-46.0;06=-46.8;07=-43.1;08=-48.5;09=-42.0;10=-48.7
A,vacuum,2e_K10,async,e2e_us,10,-23.8,-21.15,-36.08,-10.37,-52.75,21.25,9/10,robust,01=21.2;02=-22.7;03=-18.0;04=-27.1;05=-52.7;06=-51.5;07=-10.2;08=-16.2;09=-19.5;10=-41.3
A,vacuum,2e_K10,async,e2e_warm_us,10,-44.4,-40.38,-56.62,-31.94,-73.03,-6.19,10/10,robust,01=-6.2;02=-43.3;03=-37.5;04=-47.2;05=-73.0;06=-72.0;07=-30.9;08=-33.7;09=-35.7;10=-64.5
A,vacuum,2e_K10,async,first_query_us,10,-53.61,-48.92,-65.6,-41.77,-81.08,-18.97,10/10,robust,01=-19.0;02=-52.3;03=-45.5;04=-56.5;05=-81.1;06=-80.5;07=-40.3;08=-42.1;09=-43.6;10=-75.3
A,vacuum,2e_K10,pread,e2e_us,10,165.55,156.95,146.12,188.46,123.63,244.59,10/10,robust,01=244.6;02=176.7;03=155.8;04=158.1;05=123.6;06=126.1;07=194.1;08=151.8;09=140.5;10=184.2
A,vacuum,2e_K10,pread,e2e_warm_us,10,144.3,136.99,125.81,165.38,103.38,215.51,10/10,robust,01=215.5;02=154.1;03=135.0;04=139.0;05=103.5;06=103.4;07=172.4;08=134.2;09=124.2;10=161.7
A,vacuum,2e_K10,pread,first_query_us,10,-59.24,-56.01,-68.73,-49.8,-81.19,-39.95,10/10,robust,01=-70.6;02=-55.4;03=-45.5;04=-56.6;05=-81.2;06=-80.4;07=-39.9;08=-45.0;09=-42.6;10=-75.1
A,vacuum,2e_K500,async,e2e_us,10,36.88,37.92,22.29,52.35,-3.14,75.78,9/10,robust,01=75.8;02=48.4;03=40.3;04=35.5;05=14.8;06=14.0;07=72.7;08=25.1;09=-3.1;10=45.3
A,vacuum,2e_K500,async,e2e_warm_us,10,16.27,18.77,2.72,30.47,-20.54,51.09,7/10,robust,01=49.8;02=27.3;03=22.0;04=15.6;05=-5.8;06=-6.3;07=51.1;08=7.6;09=-20.5;10=22.0
A,vacuum,2e_K500,async,first_query_us,10,-61.8,-62.91,-70.64,-52.6,-80.86,-40.92,10/10,robust,01=-69.8;02=-44.4;03=-43.2;04=-57.8;05=-80.9;06=-68.0;07=-40.9;08=-57.8;09=-80.4;10=-74.9
